@relation 'train_sample_45K-weka.filters.unsupervised.attribute.Remove-R1,16-20,22-23,25-28,30-31,33-34,36,39-41'

@attribute Label {0,1}
@attribute I1 numeric
@attribute I2 numeric
@attribute I3 numeric
@attribute I4 numeric
@attribute I5 numeric
@attribute I6 numeric
@attribute I7 numeric
@attribute I8 numeric
@attribute I9 numeric
@attribute I10 numeric
@attribute I11 numeric
@attribute I12 numeric
@attribute I13 numeric
@attribute C6 {fe6b92e5,7e0ccccf,fbad5c96,13718bbd,6f6d9be8,3bf701e7,c05778d5,f1f2de2d,e3520422,3bc1ed4d,c76aecf6,3c46edb2}
@attribute C9 {a73ee510,7cc72ec2,a18233ea}
@attribute C14 {07d13a8f,1adce6ef,b28479f6,f7c1b33f,32813e21,64c94865,d2dfe871,ad1cc976,051219e6,f862f261,cfef1c29,8ceecbc8,687dfaf4,0601d3b5,91233270,243a4e68,ec19f520,ab7390e9,26ac7cf4,dcd762ee,e8dce07a,95a6ab8c,cf1fc48d,5aebfb83,0bc7c8c2}
@attribute C17 {e5ba7672,07c540c4,d4bb7bd8,776ce399,1e88c74f,3486227d,2005abd1,27c07bd6,8efede7f}
@attribute C20 {5840adea,a458ea53,b1252a9d}
@attribute C22 {c9d4222a,ad3062eb,78e2e389,8651fddb,8ec974f4,c0061c6d,ccfd4002,49e825c5,28f45308,1856e93d}
@attribute C23 {3a171ecb,32c7478e,85d5a995,bcdee96c,423fab69,c7dc6720,be7c41b4,55dd3565,c3dc6cef,dbb486d7,93bad2c0,b264a060,72592995,25e3c76b}

@data
0,?,1,3,?,?,?,0,3,24,?,0,?,?,?,7cc72ec2,07d13a8f,2005abd1,a458ea53,?,32c7478e
0,1,0,2,3,11,3,1,3,3,1,1,?,3,fe6b92e5,a73ee510,1adce6ef,d4bb7bd8,5840adea,ad3062eb,32c7478e
0,?,3,3,?,3206,?,0,0,15,?,0,?,?,?,a73ee510,b28479f6,776ce399,5840adea,?,be7c41b4
1,6,1,1,13,208,15,13,13,88,1,3,?,13,7e0ccccf,a73ee510,64c94865,e5ba7672,?,?,3a171ecb
0,?,1,6,?,?,?,?,0,?,?,?,?,?,7e0ccccf,7cc72ec2,b28479f6,2005abd1,b1252a9d,ad3062eb,be7c41b4
0,3,2,7,10,99,12,3,13,10,1,1,?,10,7e0ccccf,a73ee510,07d13a8f,3486227d,b1252a9d,?,32c7478e
0,5,13,19,7,1146,21,18,22,146,0,3,0,7,fbad5c96,a73ee510,b28479f6,3486227d,b1252a9d,?,dbb486d7
0,3,1,2,2,48,1,94,40,616,2,14,0,1,fbad5c96,a73ee510,1adce6ef,27c07bd6,b1252a9d,?,423fab69
0,0,1,58,26,1494,50,3,42,84,0,2,?,37,fbad5c96,a73ee510,1adce6ef,07c540c4,5840adea,?,32c7478e
0,0,181,29,1,3178,266,3,1,45,0,1,?,1,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,c7dc6720
1,5,4,?,4,7,3,5,2,4,1,1,?,2,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,ad3062eb,423fab69
0,?,-1,?,?,11485,332,12,2,239,?,2,0,?,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
0,0,1,?,4,8553,513,19,5,168,0,3,1,4,7e0ccccf,a73ee510,b28479f6,3486227d,?,c9d4222a,c7dc6720
0,?,0,1,?,2918,7,15,3,76,?,7,?,?,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,ad3062eb,32c7478e
1,0,1,?,?,1347,20,14,16,225,0,4,?,?,fbad5c96,a73ee510,1adce6ef,e5ba7672,5840adea,c9d4222a,32c7478e
0,2,16,45,15,23,6,125,19,119,1,31,?,6,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
1,?,2383,?,1,11544,25,10,1,32,?,3,?,1,fe6b92e5,a73ee510,64c94865,e5ba7672,?,?,32c7478e
0,?,45,4,5,44406,?,0,15,39,?,0,?,5,7e0ccccf,a73ee510,b28479f6,776ce399,5840adea,?,be7c41b4
0,0,1,4,1,2636,2,8,2,2,0,3,?,1,?,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
0,?,-1,7,?,?,?,?,0,?,?,?,?,?,7e0ccccf,7cc72ec2,b28479f6,2005abd1,?,?,be7c41b4
0,?,3,2,6,4521,11,48,6,27,?,4,0,6,13718bbd,a73ee510,07d13a8f,3486227d,5840adea,?,423fab69
1,5,44,7,7,237,9,8,39,163,1,3,0,7,7e0ccccf,a73ee510,b28479f6,3486227d,?,?,32c7478e
0,?,20,?,4,4595,?,0,21,70,?,0,?,4,fbad5c96,a73ee510,b28479f6,1e88c74f,?,?,3a171ecb
1,3,0,7,6,14,6,64,6,12,2,19,?,6,fbad5c96,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,15,5,6,3265,6,13,5,92,?,4,?,6,fbad5c96,a73ee510,b28479f6,e5ba7672,b1252a9d,ad3062eb,3a171ecb
0,2,438,?,?,96,7,2,7,7,1,1,?,?,fbad5c96,a73ee510,b28479f6,e5ba7672,?,?,bcdee96c
0,0,217,3,2,4888,63,1,3,11,0,1,?,2,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,?,?,3a171ecb
1,?,-1,?,?,4946,17,6,17,25,?,3,?,?,?,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,71,18,2,2,?,0,2,2,?,0,?,2,7e0ccccf,a73ee510,07d13a8f,776ce399,?,?,dbb486d7
0,?,1,3,7,?,?,0,7,7,?,0,?,7,?,7cc72ec2,b28479f6,2005abd1,?,?,32c7478e
0,12,26,142,15,10,0,14,23,38,1,3,?,0,?,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,3a171ecb
1,?,0,1,?,?,?,?,0,?,?,?,?,?,fbad5c96,7cc72ec2,07d13a8f,2005abd1,?,ad3062eb,32c7478e
0,0,5,?,1,2894,109,2,4,53,0,1,?,1,fe6b92e5,a73ee510,cfef1c29,07c540c4,?,?,3a171ecb
1,1,1,1,0,2,0,17,1,53,1,6,?,0,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
1,0,109,28,3,3018,?,?,3,?,0,?,?,3,fe6b92e5,a73ee510,07d13a8f,e5ba7672,5840adea,?,c7dc6720
0,17,4,15,18,18,18,789,41,2306,3,50,?,18,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
1,0,55,?,?,1933,3,1,3,3,0,1,?,?,?,a73ee510,b28479f6,d4bb7bd8,b1252a9d,?,32c7478e
1,?,-1,?,?,4728,96,2,13,56,?,2,0,?,fe6b92e5,a73ee510,b28479f6,07c540c4,?,?,32c7478e
0,0,36,110,24,1618,68,1,42,43,0,1,0,39,7e0ccccf,a73ee510,1adce6ef,3486227d,b1252a9d,?,423fab69
0,0,-1,?,?,10890,?,?,1,?,0,?,0,?,13718bbd,a73ee510,07d13a8f,e5ba7672,?,?,32c7478e
0,0,2,9,1,2986,37,18,0,295,0,9,?,1,?,a73ee510,051219e6,e5ba7672,a458ea53,?,32c7478e
0,?,1,25,8,3192,42,3,11,103,?,1,?,8,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,0,8,6,1611,6,12,6,6,?,1,?,6,6f6d9be8,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
0,0,33,2,2,4589,28,1,6,29,0,1,?,2,fbad5c96,a73ee510,07d13a8f,d4bb7bd8,?,?,32c7478e
0,0,25,3,3,2954,56,4,3,13,0,2,0,3,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,3a171ecb
0,0,3,2,2,3235,421,4,8,421,0,1,?,2,f1f2de2d,a73ee510,b28479f6,07c540c4,a458ea53,?,32c7478e
0,?,95,4,4,147116,?,0,4,4,?,0,?,4,7e0ccccf,7cc72ec2,07d13a8f,07c540c4,?,?,3a171ecb
0,0,1,?,2,1458,3,1,2,2,0,1,0,2,fbad5c96,a73ee510,07d13a8f,d4bb7bd8,5840adea,c9d4222a,3a171ecb
1,?,0,?,?,13099,31,4,0,31,?,1,?,?,7e0ccccf,a73ee510,64c94865,07c540c4,?,?,32c7478e
0,?,1,13,7,63352,1562,0,10,457,?,0,?,7,fbad5c96,7cc72ec2,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,1,7,5,2920,40,15,5,57,?,2,?,5,7e0ccccf,a73ee510,07d13a8f,e5ba7672,5840adea,8ec974f4,55dd3565
0,?,11,10,5,2796,7,11,5,109,?,5,?,5,fbad5c96,a73ee510,b28479f6,e5ba7672,5840adea,ad3062eb,3a171ecb
0,?,45,5,2,32892,203,4,2,230,?,1,?,8,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
1,45,0,1,?,344,7,45,29,32,2,2,2,?,?,a73ee510,07d13a8f,8efede7f,5840adea,?,32c7478e
0,0,24,10,11,1260,19,1,11,11,0,1,?,11,7e0ccccf,a73ee510,cfef1c29,e5ba7672,5840adea,?,3a171ecb
1,1,42,3,?,1494,12,33,3,58,0,10,?,?,fe6b92e5,a73ee510,07d13a8f,e5ba7672,5840adea,?,c7dc6720
1,?,1,2,2,38887,28,0,3,5,?,0,?,2,6f6d9be8,a73ee510,b28479f6,e5ba7672,b1252a9d,8ec974f4,be7c41b4
0,?,0,10,1,103946,?,0,2,1,?,0,?,1,fbad5c96,7cc72ec2,1adce6ef,3486227d,?,?,3a171ecb
0,?,75,179,10,273670,?,0,10,4,?,0,?,10,7e0ccccf,7cc72ec2,b28479f6,d4bb7bd8,5840adea,?,3a171ecb
0,?,60,1,3,21579,76,6,3,26,?,1,?,3,fbad5c96,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,32c7478e
0,?,6,3,2,7345,?,0,5,23,?,0,?,2,fe6b92e5,a73ee510,b28479f6,776ce399,b1252a9d,ad3062eb,be7c41b4
1,1,1,3,4,396,4,3,19,25,1,2,?,4,fbad5c96,a73ee510,07d13a8f,07c540c4,5840adea,ad3062eb,c7dc6720
0,?,2995,1,0,17304,?,0,1,43,?,0,?,1,fe6b92e5,a73ee510,b28479f6,1e88c74f,?,?,3a171ecb
0,?,0,571,41,23245,277,2,42,46,?,1,?,41,fe6b92e5,a73ee510,1adce6ef,07c540c4,b1252a9d,?,32c7478e
0,0,0,41,7,13301,312,1,36,182,0,1,?,7,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,a458ea53,?,32c7478e
1,0,0,809,8,1719,102,4,12,119,0,1,?,29,fbad5c96,a73ee510,07d13a8f,07c540c4,a458ea53,?,32c7478e
0,?,0,8,?,254011,?,0,3,103,?,0,?,?,fe6b92e5,7cc72ec2,1adce6ef,776ce399,b1252a9d,?,423fab69
0,?,0,?,1,?,?,0,1,1,?,0,?,1,7e0ccccf,7cc72ec2,cfef1c29,2005abd1,?,c9d4222a,be7c41b4
0,?,-1,89,13,8507,?,?,10,?,?,?,?,13,7e0ccccf,a73ee510,f862f261,07c540c4,a458ea53,c9d4222a,bcdee96c
0,?,5,1,22,92221,2899,0,0,799,?,0,?,31,7e0ccccf,7cc72ec2,f862f261,e5ba7672,b1252a9d,?,bcdee96c
0,5,841,?,6,27,14,5,7,6,1,1,?,6,fbad5c96,a73ee510,b28479f6,07c540c4,?,?,3a171ecb
0,0,45,21,19,3097,116,252,45,546,0,21,0,27,7e0ccccf,a73ee510,b28479f6,8efede7f,b1252a9d,?,bcdee96c
0,0,-1,1,0,10450,181,18,4,72,0,2,0,4,13718bbd,7cc72ec2,07d13a8f,3486227d,b1252a9d,?,3a171ecb
1,2,78,37,13,8,10,7,14,124,1,4,?,10,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,423fab69
0,0,14,84,2,2656,101,1,4,8,0,1,?,2,7e0ccccf,a73ee510,8ceecbc8,d4bb7bd8,5840adea,?,32c7478e
0,?,100,?,?,529932,?,0,10,1,?,0,?,?,7e0ccccf,7cc72ec2,8ceecbc8,e5ba7672,?,?,dbb486d7
0,0,19,6,6,5906,76,5,18,62,0,1,1,6,7e0ccccf,a73ee510,1adce6ef,3486227d,?,?,32c7478e
0,1,1668,1,2,51,2,1,2,2,1,1,?,2,fe6b92e5,a73ee510,07d13a8f,d4bb7bd8,b1252a9d,ad3062eb,3a171ecb
0,5,103,5,3,105,6,5,6,6,1,1,?,6,fbad5c96,a73ee510,07d13a8f,07c540c4,5840adea,c9d4222a,32c7478e
0,0,49,2,2,3088,179,6,44,501,0,2,0,2,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,?,bcdee96c
0,?,62,?,?,39388,?,?,0,?,?,?,?,?,7e0ccccf,a73ee510,07d13a8f,07c540c4,?,?,3a171ecb
1,?,2,?,?,27267,60,3,0,11,?,1,?,?,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
0,0,129,4,2,4599,45,3,8,40,0,1,?,2,7e0ccccf,a73ee510,cfef1c29,07c540c4,5840adea,?,32c7478e
1,?,1,2,4,?,?,0,4,6,?,0,?,6,7e0ccccf,7cc72ec2,b28479f6,2005abd1,?,?,be7c41b4
0,0,-1,?,?,2835,90,5,19,58,0,1,?,?,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,ad3062eb,32c7478e
0,0,1,1,?,5882,50,1,1,4,0,1,?,?,13718bbd,a73ee510,07d13a8f,07c540c4,?,?,3a171ecb
0,?,1,4,2,2,?,0,2,2,?,0,?,2,7e0ccccf,a73ee510,07d13a8f,1e88c74f,5840adea,?,c7dc6720
0,3,0,?,0,105,3,3,4,3,1,1,?,3,fe6b92e5,a73ee510,64c94865,07c540c4,?,?,32c7478e
0,2,-1,?,?,1471,7,5,7,29,0,2,?,?,?,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,?,33,?,3,3038,?,0,3,26,?,0,?,3,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
1,?,-1,17,4,?,?,0,3,21,?,0,?,4,fbad5c96,7cc72ec2,07d13a8f,2005abd1,a458ea53,?,be7c41b4
0,5,7,23,3,1490,33,33,21,69,0,7,?,20,fbad5c96,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,423fab69
0,?,4,24,7,119,?,0,7,7,?,0,?,7,fe6b92e5,a73ee510,b28479f6,1e88c74f,?,?,3a171ecb
1,0,0,9,7,1481,160,24,28,41,0,11,0,15,7e0ccccf,a73ee510,07d13a8f,8efede7f,?,?,423fab69
0,?,78,1,1,?,?,0,4,29,?,0,?,1,7e0ccccf,7cc72ec2,07d13a8f,2005abd1,?,?,32c7478e
0,?,2,1,1,4245,101,5,41,126,?,2,?,1,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,?,423fab69
0,3,0,4,0,25,5,3,0,0,1,1,1,0,fbad5c96,a73ee510,07d13a8f,3486227d,5840adea,?,3a171ecb
0,?,13,?,?,18620,457,1,0,99,?,1,?,?,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,be7c41b4
1,?,1,76,1,40514,?,0,1,16,?,0,?,1,fbad5c96,a73ee510,07d13a8f,776ce399,a458ea53,?,32c7478e
0,0,55,2,2,4619,105,6,3,80,0,1,?,2,7e0ccccf,a73ee510,d2dfe871,e5ba7672,?,?,3a171ecb
0,0,-1,1,4,3548,4,28,3,11,0,8,1,4,?,a73ee510,8ceecbc8,3486227d,?,?,32c7478e
0,1,0,12,16,17,14,21,20,308,1,13,0,14,?,a73ee510,b28479f6,27c07bd6,5840adea,?,bcdee96c
1,?,316,6,14,34469,176,5,15,36,?,2,?,14,fbad5c96,a73ee510,07d13a8f,27c07bd6,?,?,423fab69
1,13,3,2,4,28,4,133,2,55,2,45,?,4,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,c9d4222a,32c7478e
0,?,279,3,6,13214,31,1,6,31,?,1,?,6,fe6b92e5,a73ee510,d2dfe871,27c07bd6,?,?,3a171ecb
0,?,1,8,32,21,?,0,33,32,?,0,?,32,fe6b92e5,a73ee510,07d13a8f,776ce399,b1252a9d,?,be7c41b4
0,2,1,11,45,1372,53,5,37,242,0,2,1,45,7e0ccccf,a73ee510,b28479f6,3486227d,b1252a9d,?,3a171ecb
0,0,36,20,23,1909,106,25,39,307,0,4,0,25,fe6b92e5,a73ee510,b28479f6,3486227d,?,?,32c7478e
0,?,0,?,1,11318,36,14,2,36,?,2,?,1,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,?,bcdee96c
1,13,0,22,30,0,1,170,33,78,1,29,0,1,fbad5c96,a73ee510,b28479f6,3486227d,?,ad3062eb,423fab69
0,2,1,9,7,87,14,40,15,109,1,8,1,7,?,a73ee510,07d13a8f,8efede7f,5840adea,?,bcdee96c
1,0,0,16,2,4379,77,1,11,87,0,1,3,2,fbad5c96,a73ee510,b28479f6,3486227d,5840adea,ad3062eb,bcdee96c
1,0,0,2,?,4047,9,10,1,101,0,3,?,?,?,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,24,2,12,40284,?,0,14,23,?,0,?,12,7e0ccccf,a73ee510,1adce6ef,776ce399,?,?,423fab69
0,0,13,?,1,8530,?,0,23,1,0,0,?,1,fe6b92e5,a73ee510,cfef1c29,d4bb7bd8,?,78e2e389,93bad2c0
0,?,1423,?,?,10069,77,8,2,77,?,3,?,?,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
1,?,-1,?,?,2848,0,10,0,27,?,3,?,?,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,?,bcdee96c
1,11,0,1,?,334,0,11,0,0,3,3,?,?,fe6b92e5,a73ee510,b28479f6,1e88c74f,b1252a9d,c9d4222a,32c7478e
0,?,2,6,6,9804,510,67,9,239,?,2,?,6,13718bbd,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,423fab69
0,10,41,1,1,46,1,10,3,1,1,1,?,1,?,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
0,?,83,9,?,7148,?,?,2,?,?,?,?,?,7e0ccccf,a73ee510,07d13a8f,07c540c4,?,?,423fab69
0,1,1,?,1,28,1,1,1,1,1,1,?,1,fe6b92e5,a73ee510,64c94865,d4bb7bd8,?,?,32c7478e
0,?,0,32,2,12968,152,5,4,82,?,1,?,2,?,a73ee510,1adce6ef,07c540c4,5840adea,?,423fab69
0,2,1,8,10,1391,12,4,11,12,0,1,?,12,fbad5c96,a73ee510,1adce6ef,e5ba7672,5840adea,?,423fab69
0,?,12,7,14,31390,111,4,10,275,?,2,?,15,7e0ccccf,a73ee510,b28479f6,e5ba7672,5840adea,ad3062eb,3a171ecb
0,3,16,17,7,1212,10,94,10,36,1,12,?,10,fbad5c96,a73ee510,b28479f6,e5ba7672,b1252a9d,?,32c7478e
1,4,0,1,5,0,0,4,4,5,1,1,?,0,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,ad3062eb,423fab69
0,?,32,49,5,8896,?,0,5,1,?,0,?,5,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,a458ea53,c9d4222a,32c7478e
1,1,-1,?,?,1526,18,2,17,17,0,1,?,?,7e0ccccf,a73ee510,b28479f6,07c540c4,?,?,32c7478e
1,3,1,4,?,659,4,6,18,25,1,2,?,?,7e0ccccf,a73ee510,07d13a8f,e5ba7672,b1252a9d,?,423fab69
0,2,1075,29,1,18,1,2,1,1,1,1,?,1,7e0ccccf,a73ee510,b28479f6,07c540c4,?,c9d4222a,be7c41b4
1,?,3,22,58,6154,845,6,47,1110,?,4,?,58,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,?,32c7478e
1,2,126,?,0,155,41,2,1,1,1,1,?,0,7e0ccccf,a73ee510,07d13a8f,07c540c4,?,c9d4222a,32c7478e
0,?,0,1,28,2727,?,0,35,64,?,0,?,28,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,?,?,be7c41b4
1,4,-1,?,?,188,1,143,3,10,2,18,?,?,fbad5c96,a73ee510,1adce6ef,e5ba7672,?,ad3062eb,32c7478e
1,0,24,?,?,4703,36,3,2,4,0,1,?,?,13718bbd,a73ee510,b28479f6,07c540c4,?,?,32c7478e
0,0,1824,?,?,13075,248,2,2,158,0,2,?,?,fe6b92e5,a73ee510,b28479f6,e5ba7672,?,c9d4222a,32c7478e
0,1,-1,6,16,1272,39,14,22,276,0,5,0,16,fe6b92e5,a73ee510,f862f261,e5ba7672,5840adea,?,bcdee96c
1,0,90,?,?,2986,75,2,3,54,0,2,0,?,fbad5c96,a73ee510,07d13a8f,07c540c4,b1252a9d,?,423fab69
0,?,1,?,?,70549,602,0,1,20,?,0,?,?,fe6b92e5,7cc72ec2,1adce6ef,3486227d,?,?,3a171ecb
0,?,20,5,?,6016,8,2,0,5,?,1,?,?,7e0ccccf,a73ee510,1adce6ef,d4bb7bd8,a458ea53,c9d4222a,423fab69
1,12,0,16,22,2,14,213,17,425,2,18,?,14,fbad5c96,a73ee510,b28479f6,e5ba7672,b1252a9d,ad3062eb,32c7478e
1,1,1,1,1,10,3,1,1,1,1,1,?,1,?,a73ee510,b28479f6,d4bb7bd8,?,?,32c7478e
0,3,179,1,5,0,0,5,14,93,3,5,?,0,7e0ccccf,a73ee510,1adce6ef,e5ba7672,?,c9d4222a,32c7478e
0,?,23,16,3,11551,?,0,10,36,?,0,?,3,7e0ccccf,a73ee510,b28479f6,1e88c74f,5840adea,?,32c7478e
1,?,20,?,?,13232,144,4,0,61,?,3,?,?,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,a458ea53,?,c7dc6720
0,3,1,1,1,5,1,3,1,1,2,2,?,1,7e0ccccf,a73ee510,b28479f6,07c540c4,5840adea,ad3062eb,32c7478e
0,2,102,16,11,60,12,2,12,12,1,1,?,12,fbad5c96,a73ee510,b28479f6,07c540c4,b1252a9d,?,3a171ecb
0,?,54,4,5,23690,?,?,7,?,?,?,?,6,fbad5c96,7cc72ec2,b28479f6,d4bb7bd8,b1252a9d,?,32c7478e
0,?,119,1,23,1428,?,0,38,85,?,0,?,35,7e0ccccf,a73ee510,f862f261,776ce399,?,c9d4222a,be7c41b4
0,?,10,?,?,8903,?,0,0,18,?,0,?,?,fbad5c96,a73ee510,b28479f6,776ce399,5840adea,?,32c7478e
0,?,1,12,5,19225,?,0,5,25,?,0,?,5,fbad5c96,a73ee510,b28479f6,776ce399,b1252a9d,?,32c7478e
0,17,67,3,9,239,10,17,8,10,1,1,0,9,7e0ccccf,a73ee510,b28479f6,e5ba7672,a458ea53,?,bcdee96c
0,0,23,13,2,1609,16,1,5,7,0,1,?,2,7e0ccccf,a73ee510,b28479f6,07c540c4,a458ea53,?,32c7478e
0,0,24,1,1,1709,75,16,40,530,0,4,?,1,7e0ccccf,a73ee510,b28479f6,e5ba7672,?,?,32c7478e
1,1,0,11,6,1265,13,2,16,31,0,1,?,6,?,a73ee510,cfef1c29,e5ba7672,5840adea,?,32c7478e
0,0,12,7,7,1419,19,1,14,15,0,1,?,7,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,b1252a9d,?,32c7478e
0,?,2,2,?,44660,?,0,0,1,?,0,?,?,7e0ccccf,7cc72ec2,b28479f6,3486227d,b1252a9d,?,32c7478e
0,0,3,?,?,5676,25,2,1,25,0,1,?,?,7e0ccccf,a73ee510,b28479f6,07c540c4,?,c9d4222a,423fab69
0,0,1,?,6,4099,186,1,0,15,0,1,?,6,7e0ccccf,a73ee510,07d13a8f,d4bb7bd8,5840adea,?,3a171ecb
0,2,35,?,2,97,2,2,4,4,1,1,?,2,13718bbd,a73ee510,b28479f6,07c540c4,5840adea,?,32c7478e
0,?,176,2,1,?,?,0,1,1,?,0,?,1,fe6b92e5,a73ee510,1adce6ef,2005abd1,?,ad3062eb,be7c41b4
0,0,4,13,1,1545,88,43,8,462,0,6,1,1,7e0ccccf,a73ee510,b28479f6,8efede7f,a458ea53,?,bcdee96c
0,?,1,1,0,313300,?,?,2,?,?,?,?,1,fbad5c96,7cc72ec2,b28479f6,776ce399,?,?,3a171ecb
1,3,0,2,3,118,6,3,3,3,1,1,?,3,?,a73ee510,b28479f6,07c540c4,?,?,32c7478e
1,1,1,10,30,216,40,1,44,40,1,1,0,30,7e0ccccf,a73ee510,07d13a8f,8efede7f,?,?,32c7478e
1,13,4,2,8,165,28,21,49,179,1,6,1,8,fbad5c96,a73ee510,64c94865,3486227d,5840adea,?,423fab69
0,?,0,?,1,40207,160,1,36,99,?,0,?,1,fbad5c96,a73ee510,07d13a8f,e5ba7672,?,?,32c7478e
0,?,42,4,4,34,?,0,4,4,?,0,?,4,fbad5c96,a73ee510,1adce6ef,776ce399,?,?,3a171ecb
1,2,1,11,4,11,6,15,7,21,1,3,?,4,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,3a171ecb
0,?,22,2,1,3291,16,7,9,12,?,2,0,1,7e0ccccf,a73ee510,1adce6ef,e5ba7672,5840adea,ad3062eb,32c7478e
1,0,3,71,5,1778,214,1,23,109,0,1,?,5,?,a73ee510,1adce6ef,d4bb7bd8,5840adea,?,55dd3565
1,0,2,1,?,3182,3,9,0,64,0,2,?,?,7e0ccccf,a73ee510,07d13a8f,3486227d,a458ea53,c9d4222a,32c7478e
0,?,6,8,5,37339,?,0,8,3,?,0,?,5,fbad5c96,a73ee510,b28479f6,d4bb7bd8,b1252a9d,?,32c7478e
0,?,2,1,0,18707,664,0,17,217,?,0,0,5,7e0ccccf,a73ee510,1adce6ef,27c07bd6,?,ad3062eb,32c7478e
0,0,4,2,1,2147,46,4,1,49,0,1,?,1,?,a73ee510,07d13a8f,07c540c4,5840adea,?,3a171ecb
0,?,6,?,?,7090,1,1,1,1,?,1,?,?,?,a73ee510,07d13a8f,d4bb7bd8,5840adea,?,32c7478e
0,?,2,43,2,172824,?,0,5,1,?,0,0,5,fe6b92e5,7cc72ec2,b28479f6,3486227d,5840adea,?,3a171ecb
0,0,1,7,4,1709,28,3,27,29,0,1,?,4,fe6b92e5,a73ee510,b28479f6,e5ba7672,5840adea,?,32c7478e
0,0,7,?,3,5964,?,0,23,2,0,0,?,3,fe6b92e5,a73ee510,07d13a8f,e5ba7672,?,?,c7dc6720
0,4,196,?,1,675,43,19,35,120,1,4,?,11,3bf701e7,a73ee510,07d13a8f,8efede7f,b1252a9d,ad3062eb,423fab69
1,3,-1,9,15,394,25,123,29,115,1,8,1,18,fbad5c96,a73ee510,07d13a8f,3486227d,a458ea53,?,32c7478e
0,5,0,3,12,2,4,87,35,110,2,8,0,4,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,3a171ecb
0,?,-1,?,?,8624,16,1,3,16,?,1,?,?,7e0ccccf,a73ee510,051219e6,d4bb7bd8,b1252a9d,?,32c7478e
0,1,1,25,15,15,10,1,13,22,1,1,?,10,7e0ccccf,a73ee510,b28479f6,d4bb7bd8,5840adea,?,3a171ecb
0,?,1,123,7,5,?,0,6,7,?,0,?,7,?,a73ee510,b28479f6,776ce399,5840adea,?,32c7478e
1,1,9,?,3,25,3,1,3,3,1,1,?,3,fe6b92e5,a73ee510,b28479f6,d4bb7bd8,?,c9d4222a,3a171ecb
0,1,2,6,6,1319,20,2,20,20,0,1,?,6,6f6d9be8,a73ee510,07d13a8f,e5ba7672,5840adea,?,32c7478e
1,?,43,1,?,14516,107,5,0,52,?,2,?,?,3bf701e7,a73ee510,d2dfe871,e5ba7672,b1252a9d,?,3a171ecb
0,5,0,10,1,17,8,5,0,1,1,1,0,1,7e0ccccf,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
0,?,286,?,?,28835,155,0,0,68,?,0,?,?,7e0ccccf,a73ee510,07d13a8f,e5ba7672,?,?,32c7478e
1,0,1832,2,?,3208,26,2,1,19,0,2,?,?,?,a73ee510,07d13a8f,e5ba7672,a458ea53,?,32c7478e
